category,uid,view,class,fg_ratio,bbox_width,bbox_height,bbox_area_ratio,path
bottle,0341504615d325859cc11d0ef706c48f,back,ok,0.343697,450,217,0.372505,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/0341504615d325859cc11d0ef706c48f/back.png
bottle,0341504615d325859cc11d0ef706c48f,right,ok,0.317295,308,381,0.447647,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/0341504615d325859cc11d0ef706c48f/right.png
bottle,0356ec2c0ef1e9c927ffee0c63e2afeb,front,ok,0.356163,338,303,0.390678,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/0356ec2c0ef1e9c927ffee0c63e2afeb/front.png
bottle,0356ec2c0ef1e9c927ffee0c63e2afeb,left,ok,0.247013,274,399,0.417046,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/0356ec2c0ef1e9c927ffee0c63e2afeb/left.png
bottle,0356ec2c0ef1e9c927ffee0c63e2afeb,back,ok,0.335121,338,303,0.390678,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/0356ec2c0ef1e9c927ffee0c63e2afeb/back.png
bottle,0356ec2c0ef1e9c927ffee0c63e2afeb,right,ok,0.310677,274,399,0.417046,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/0356ec2c0ef1e9c927ffee0c63e2afeb/right.png
bottle,037516885a561ef351ba52791ae2a8f5,front,ok,0.267590,450,199,0.341606,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/037516885a561ef351ba52791ae2a8f5/front.png
bottle,037516885a561ef351ba52791ae2a8f5,left,ok,0.220730,204,351,0.273148,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/037516885a561ef351ba52791ae2a8f5/left.png
bottle,037516885a561ef351ba52791ae2a8f5,back,ok,0.267628,450,199,0.341606,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/037516885a561ef351ba52791ae2a8f5/back.png
bottle,037516885a561ef351ba52791ae2a8f5,right,ok,0.152542,152,356,0.206421,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/037516885a561ef351ba52791ae2a8f5/right.png
bottle,037dac1784b9b49466b937b09bbb0f88,front,ok,0.206192,458,151,0.263817,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/037dac1784b9b49466b937b09bbb0f88/front.png
bottle,037dac1784b9b49466b937b09bbb0f88,left,ok,0.186783,195,355,0.264072,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/037dac1784b9b49466b937b09bbb0f88/left.png
bottle,037dac1784b9b49466b937b09bbb0f88,back,ok,0.206985,459,151,0.264393,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/037dac1784b9b49466b937b09bbb0f88/back.png
bottle,037dac1784b9b49466b937b09bbb0f88,right,ok,0.124722,127,355,0.171986,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/037dac1784b9b49466b937b09bbb0f88/right.png
bottle,03b79735c14a4f0cbfa26b9b4fcabd14,front,ok,0.165985,473,114,0.205696,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/03b79735c14a4f0cbfa26b9b4fcabd14/front.png
bottle,03b79735c14a4f0cbfa26b9b4fcabd14,left,ok,0.170094,184,354,0.248474,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/03b79735c14a4f0cbfa26b9b4fcabd14/left.png
bottle,03b79735c14a4f0cbfa26b9b4fcabd14,back,ok,0.164116,474,112,0.202515,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/03b79735c14a4f0cbfa26b9b4fcabd14/back.png
bottle,03b79735c14a4f0cbfa26b9b4fcabd14,right,ok,0.113533,124,351,0.166031,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/03b79735c14a4f0cbfa26b9b4fcabd14/right.png
